cd_cliente,qtd_contratacoes_12m,vlr_contratacoes_12m
T75007,1,44.6155382457324
TB3236,4,31302.5483362783
T89811,3,11403.2195457818
TA2578,1,80.2684525830599
TB1418,2,5644.49406476166
TDCCOS,1,991.542818084394
TB3342,3,13640.4872138445
TA2884,2,80.8485848998328
T61662,1,962.536202245748
T61210,1,2956.00116225593
TB6074,1,152.990981190704
T73755,7,45493.5937303124
TDC0NF,1,19748.4691649914
T77617,1,48.3779905900206
TA3077,1,151.338865245111
T60392,3,9960.65327840802
T75573,3,25442.3837769703
TB0830,1,30525.2929436663
TCAN36,1,141.300053850519
T96701,2,3381.00273443788
T55024,3,0.0126115721037593
T81376,1,468.040663914714
TB4142,1,89.2436880635686
TDC26R,1,1729.43329030325
TA3701,1,62.1540311846936
TA2570,2,89.5505696514267
TA9001,1,1188.80882507403
T62368,2,0.00840771473583952
T61500,4,62507.4032311836
TB1197,1,363.67149704137
T76839,7,19064.6318908093
T74126,1,2714.84688434521
TA2843,2,661.119628965901
T76402,2,6322.32402676504
T53161,5,65630.3227540902
T56626,1,82.8580287216985
TB0458,3,13320.2962135595
T79264,1,6956.29514484891
T77947,2,51292.4954761978
TB1056,1,3457.70631597295
TC8325,1,63.7472931271352
T81031,1,2987.90843967844
T78209,1,5916.98389549285
TA6139,2,0.00840771473583952
TDC06S,5,13805.1691223754
TB1633,1,15346.3116411695
TAAFVF,1,597.733867572407
TDC1NE,3,1298.56733709305
T75282,2,22703.2343931812
TDC0K3,1,19.0350661619407
TB4358,3,4968.37086884965
TA3138,1,36.6996748219395
T80566,4,14633.4383241471
T77135,4,34537.9378592062
TB5367,1,14096.4628071133
TDCF3D,1,124.724244248811
T75385,6,31672.1598837806
T61523,2,3061.63569019702
T94555,2,0.00840771473583952
TA4295,1,399.875116693895
TA3424,2,102.246218902544
TB3389,1,3197.03352830298
TAACDU,3,2517.36227677245
TA4372,2,1490.33469864544
TB1739,1,5646.30592728723
TDCEJD,1,120.600260170882
TB3492,1,5363.27702613466
TA3374,1,34.4884458464137
T81649,2,86940.0961378122
T89932,2,0.00840771473583952
TB6594,5,24782.7186826537
T76529,2,6988.56815786243
TDC0QU,1,20.9814521232875
TB1827,1,138.092510678796
TA3799,1,1252.41318705065
T76762,2,5172.91795680052
TAABOO,1,3633.77227025616
TB2409,3,25270.2862640424
TD0647,2,10056.9804661365
TA2644,1,323.285039307765
T56018,1,2447.75480647443
T92125,2,0.00840771473583952
TB5225,4,17503.252002646
TDC863,1,1955.57979741049
TAAC31,2,8086.60729464834
TAABOV,2,19318.0866553785
TB4144,1,89.2436880635686
T73747,3,85323.4103021166
T61939,5,38950.9707620389
TB4074,2,9924.40762018182
T80055,1,1902.7162910089
T75582,2,39305.3559381546
TA3318,2,2356.03504642116
T77993,1,2451.63917068239
T57702,3,4066.5593862835
T76078,3,20110.3330033646
TB1570,3,8503.39032567601
TDC534,1,1464.67855712903
TAACDW,2,0.00840771473583952
TB3034,1,2200.33257722815
TD2861,1,120.209301435666
T84068,1,12603.9715296381
T79683,2,11456.6253497838
TAAOLS,1,96.81903904056
TDC0PZ,1,222.636286205031
TB1896,2,5252.71978121574
TAAHTU,2,0.00840771473583952
TDCDE6,1,563.859184901709
T75330,2,107378.725178467
TDCDD1,1,120.209301435666
TB4370,2,2599.64858089211
TA8052,1,2073.72920873587
T84547,1,76648.5236151163
T84290,1,9637.02352279609
TB6575,2,8918.67678348069
TDCG9A,1,254.329166901778
T77325,3,32485.8290889136
T76404,4,12938.2580636777
TA3658,1,80.7140614640594
TAAMBE,2,2670.66013955101
TB2095,1,1484.16343602934
TB4702,1,2732.50728914784
TB6654,8,45590.013402903
TDC9YL,1,299.411333315349
TB3150,2,3551.41029670388
TDCEMS,1,120.209301435666
TB4442,2,1764.08989044438
TAAMJS,1,239.821655125086
T84931,2,19765.7806496325
TA2591,2,129.134090627759
TDC09G,1,11770.8006301753
T79941,2,12360.7783809039
TDC1JB,1,155.958904492455
TDC01U,4,3299.97338367123
TB1393,2,60324.3064691639
T76806,10,177754.072063307
TAAQTH,1,0.00420385736791976
TB2622,1,201.05368247813
TDC0NZ,3,1548.37315346694
TA4192,2,14800.0245800657
T56137,2,2579.34815366242
T96461,1,0.00420385736791976
TB5353,1,8450.37968426654
TDC890,1,643.539097453261
TB4028,2,11830.5248318014
TAAHZQ,2,0.0126115721037593
TB4649,1,731.277804579114
T79220,2,51253.1894098077
T75306,1,62858.6313104159
TB4095,2,5839.17049561265
TA3098,1,0.0420385736791976
T76003,3,1751.66749192217
TA3425,1,44.3422875168176
T79935,4,19324.674099874
T59901,1,52.1026082179975
T77693,1,14287.8308022157
TB4380,3,33336.4628118827
TDC9U1,1,357.32787627318
TB0752,1,16938.4427459791
TCAOQ8,1,63.7472931271352
TDC14T,2,2054.96739330285
T94426,4,24121.2291142394
TB1479,2,7735.67768928913
TB1491,7,27771.4384668042
TDC522,1,550.810411631687
TB2576,1,605.275587690455
TAAOFB,5,15590.8416165466
TDCELY,1,1805.80476710624
T76973,2,6771.50198266989
TDCE32,1,120.209301435666
TB5558,2,7343.6301550143
TB2021,1,827.941300897061
TA3513,3,196.685874672862
TA2574,1,40.1342262915299
TDC011,3,6143.3910417569
TDCGM5,1,1531.15835754531
T89918,1,22129.4667164633
T77109,2,3122.36881759135
TAAFRL,2,6457.74288415784
TB1665,3,9346.96577212436
TCA523,1,4.2122650826556
TD2587,1,120.209301435666
TCBOEW,1,91.1816663101796
TDCFZA,1,45.9019186003159
TB6503,1,1284.787092641
TDCG2O,1,1304.18789439395
TB6685,2,3382.49510380349
TB4850,1,2451.84936355078
TAAFTK,2,0.00840771473583952
TA3197,1,54.3180410508912
TDC32J,1,1860.08497344082
T96704,1,0.00840771473583952
TDC80N,1,387.171059728042
TDC0BR,1,119.45260710944
TB3745,1,1839.35575275961
T84560,2,23529.8809060089
TB0766,3,41119.7996321519
TB4090,1,4258.42343655536
TDC8HB,1,2348.3503951526
TB1475,1,2597.08002404031
T74414,2,3694.16908906106
TB3857,3,5847.9565575116
TCB063,5,4960.96787602474
TDCC11,1,109.426407286951
TB4511,1,854.993123059625
TB3544,1,2470.36735525647
TB4804,1,7584.2631546114
T84546,1,0.0420385736791976
T79375,1,1370.58361766288
TB5559,3,18044.137107032
TA3496,1,285.862301018544
T77119,1,67.8082193445457
TAAHTY,3,9929.19581372388
T92121,1,9028.97759310017
T61860,1,167.981936564706
T92246,2,1192.20133796994
TB4815,1,8190.24078648229
TDCCA1,1,346.591224555513
TB2577,8,130801.638933749
TDC00X,2,3704.4643357551
TDC8F9,1,3477.52329960532
TA8453,2,7800.50537375982
TB2980,1,768.515573144147
TB2610,1,8165.32032000527
TDCA4S,1,25582.8472632046
TB4069,1,416.135636993009
TB2947,2,5477.38232667211
TEZBE9,1,0.00420385736791976
T81472,2,35611.5357692551
TDCEDJ,1,125.031125836669
TDC01Q,11,21804.0293021831
TB2968,3,2182.609114565
TAAHZO,4,9466.43519466327
TAAHZV,2,1.28217649721553
TDC01I,2,1174.28449786787
TDCHC6,1,109.422203429583
T92129,2,0.00840771473583952
T84821,1,868.487505210647
TAAJWZ,2,0.00840771473583952
TB6431,1,115.799455056718
TCBO15,1,10.0934615403753
TDC098,2,1599.39116648402
TDC1IY,1,137.07517719576
TEVNVS,3,20071.6995541534
TDC0AQ,1,172.35815208471
TDCHB0,1,685.502001699836
TC4388,2,3287.79480887637
TCAYBT,1,213.782962588191
TB4912,2,3526.35951064844
TAA672,3,8293.87427831625
TDC9VM,1,1461.97547684146
TA2554,2,340.281234646265
TDCC34,1,120.209301435666
TDC0I6,3,66.4924119883868
TB4737,1,939.919449606339
T84703,3,184455.193065923
TB4355,1,6350.90605300952
TB4733,2,5003.02326513341
TDCC70,1,53.7252971620145
TB4779,1,2325.6411576511
T76135,1,1041.71585577052
TCAIVC,2,87.1627786664483
TCBTCJ,1,18.1942946883567
TDCD1A,1,182.489448341397
TB5728,1,265.675377937793
TB4253,1,3266.22481672157
TDC0SP,6,6444.36200615575
T84622,9,61476.049883825
TAAQOT,1,8583.60412811328
TDC0QC,1,178.109028964024
TA3585,2,424.303731858877
TAAHTC,2,2030.8876982994
TB1040,3,16360.9504516332
TA8402,2,8252.36959452278
T76922,2,8258.78047700886
TA8414,1,1290.48331937454
TB5585,5,20268.4989329752
TDCDOF,1,134.620124492894
TB4615,6,4316.47029909159
TDC1LC,1,108.749586250716
TDCCOW,1,76.5312233829792
TB4400,2,7563.65164193649
TB5383,1,3372.5613888431
TB4082,1,34800.7504102765
TDCD4M,1,120.209301435666
TB4359,5,44802.2735900154
TCATXY,4,5427.41107413965
TEZCYO,2,1076.5616294932
TB0791,3,369.922632947467
TDCHE1,1,76.5312233829792
TDCC4A,1,140.719921533746
TB5735,1,602.643972978137
TB0487,2,7837.96594676535
TB0799,1,12694.5982867757
TDC9YW,1,41211.4311112005
TDCHES,1,249.965562953877
TA2750,1,38.7385456453806
TA3512,1,87.9194729926738
TB0659,3,8797.00033582362
TCAUD4,1,630.5870129027
TDC559,1,351.938531127506
TDC0KP,1,3512.44053890326
TDC543,1,1297.68032318841
TEVVM6,1,0.00420385736791976
TDC536,1,4568.84467231729
TEWP22,5,21530.3539836742
TDC13Q,1,1200.88650729206
TDC0FD,2,422.050464309672
TCAPIM,1,151.658358405073
TAA687,1,394.1872976751
TDCA3L,1,970.119960937475
TA4345,1,0.00420385736791976
TDCFV5,1,121.567147365504
TDC1KD,9,32882.7110591615
TCBANZ,1,1745.44998687502
TA0729,1,11529.8859721346
TB4808,1,2330.11406189056
TB5520,2,13897.1747447297
TDCCTZ,1,121.567147365504
TDC0QT,4,6236.54431717263
T78646,1,2892.56915843139
TDC11I,1,44.3170643726101
TDC09J,1,3885.21759100355
TDCG7I,1,1303.19578405513
TCANA8,1,2799.7774147493
TC3698,60,5210.8703811181
TDCD3F,1,120.209301435666
T84893,2,0.00840771473583952
TB1733,1,1255.09524805139
TDC1NV,6,10724.1242227107
TA8440,1,30235.9120140308
TB1172,1,3022.3128083775
TB2958,1,3322.14452742964
TAAMJN,1,3257.90117913309
T78206,4,31777.8742850117
TAAK82,2,15116.768417309
TDC1KW,1,592.172164274649
TDCE2J,1,1240.13792353633
TB5783,2,19964.9678194393
TDCCJH,1,76.5312233829792
TDCGZU,1,120.209301435666
TDC047,1,182.380148049831
TCAC14,6,1973.33268707521
TB4228,1,12344.6019377522
TDCDGS,1,124.938640974575
TDCA04,1,514.749723129671
TD0317,2,149.497575717962
TEZNCC,1,43.0979457359134
TB1944,1,1281.57534561191
TEVVJW,1,6305.78605187964
TDCCAK,1,97.1091051989465
TCBIEK,1,63.7472931271352
TB0925,2,2580.52523372544
TB4988,2,8711.41400367015
TDCHDZ,1,112.894589615485
TEVVM3,1,0.00420385736791976
TAAQPD,2,233.85217766264
TAA670,3,4662.24177146036
TB1645,2,6656.00520534367
TD0123,1,62.7762020751458
TDCCOU,1,108.203084792887
TDCEBF,1,96.1169948601174
TDCA9N,1,1610.09839120011
TEWBPM,1,438.680924057163
TDC81D,1,615.348029943991
TEZDEH,4,8688.36845757921
TDC1NX,1,407.774164688217
TDC81P,1,348.873919106293
TCASEN,1,72.9369253334078
TAAMGI,1,66.8034974336129
TDCDIW,1,148.69463896069
TAAG42,3,10734.7179432778
TDCGFH,1,120.209301435666
TDCDAT,1,144.259569437534
TD0066,1,345.9900729519
TAAKAH,2,36142.4241008202
TDCFI5,1,120.209301435666
TB6275,1,107.147916593539
TDCDE4,1,216.923244042027
TDCCW2,1,280.531809876021
T80088,3,15336.5418766464
TDC1OQ,2,407.774164688217
TDC0XC,1,5580.12880460143
TDCGSV,1,63.6464005503052
TCAUCX,2,34.2025835453952
TCAVO6,1,14.3141343377668
TDCENQ,1,176.061750425847
TAA816,4,6810.07237402056
TB2359,1,5662.84810602999
TDC31B,1,865.162254032623
TAAFYX,1,27773.7800153581
TB4327,1,1486.23593771172
TC7801,1,420.394144506712
TB2234,2,15926.6667623829
T84117,3,13993.4094475961
TB1292,1,6657.30840112772
TDCC7C,1,96.9829894779089
TDCE8A,1,188.156248073353
TDC0TJ,2,16009.3776560967
TDCD9H,1,138.756720142928
TDCH14,1,120.209301435666
TDCD8J,1,138.756720142927
TDCD45,1,59.6947746244606
TDC0MZ,1,20.3971159491467
TDCE25,1,96.1926642927399
TDCA5P,1,339.680083042652
TDC1KY,1,3275.13699434156
TFBEAM,1,9372.74802936181
TB3747,3,20977.9166792411
TEZBY6,1,1408.18291796155
TDCDIX,1,120.600260170882
TDCA4G,1,12545.6682318024
TB3507,3,9816.76785227623
TC7343,1,63.7472931271352
TEXCTS,1,41239.660013426
TEZBBY,1,0.00420385736791976
TB4132,1,3066.97458905428
TB0580,2,4377.93489766795
TB1663,4,3746.86864502531
TDC04Q,2,608.747973876357
TDCDRJ,1,101.32557413897
TDCEFN,1,120.087389571996
TDCC4B,1,120.209301435666
TEWBTY,7,414610.931556524
TDC839,1,590.839541489019
TEZEJA,2,5137.00860716375
TDC31X,1,18358.3712414266
TDC9SB,2,682.777902125424
TDC1OG,1,483.443597310772
TB0806,1,1257.38214645954
TDCE0D,1,92.3461348010934
TB2492,1,0.00420385736791976
TDCHBG,1,120.596056313514
TDCDN8,1,167.166388235329
TDCA3M,1,2028.49570345706
TB1856,2,14826.1389420352
TDCGNF,1,15563.2474967836
TD4347,5,39121.390935877
TDCDGI,1,155.546926470399
TDCD7H,1,109.422203429583
TB3209,2,3395.00578333042
TDC823,1,1247.22562705864
TDC1J8,1,0.786121327800995
TDCGTB,1,120.209301435666
TDC0GU,4,95814.5651572119
TDCCOR,1,120.209301435666
TDCGM3,1,14657.6567464437
TB4311,1,885.723320419118
TDCDEC,1,120.209301435666
TDC550,2,1357.13968180027
TAAJVL,2,6766.39849982524
TB6709,1,7607.16997340919
TCAL80,1,897.952341502397
TB2633,1,769.19659803775
T84301,1,673.466358055481
TB1474,1,6831.42376559222
TDCDGD,1,198.884492076284
TDCG77,1,124.724244248811
TDC865,2,2247.42839132095
TDCE69,1,120.209301435666
TDCHB6,1,93.7502231619786
TDCE26,1,76.5312233829792
TDCG11,1,120.209301435666
TDC0T2,2,4791.02273806922
TEWROI,5,28470.3591812224
TDCCA2,1,120.209301435666
TDC9RR,2,3044.76561057956
TFBTEW,2,6364.21966929372
TB4155,1,5382.51387745026
TEZCH0,3,611.20723043659
TDCHAZ,1,1146.79547453904
TDCG6G,1,412.289107501363
TDC0IN,6,11532.2275206885
TDC023,2,17881.3175073151
TEXVFR,2,8238.63979635915
TEZEY2,2,441.972544376244
TB4232,2,30667.3791188446
TB2281,3,3944.81147305118
TB2850,1,2355.70294168909
TDC71F,1,2356.93467189789
TEVNZF,8,15454.796384406
TDCFDO,1,208.81400317931
TDCDZ5,1,105.096434197994
TEWOXR,2,9205.42609840387
TDC88O,2,314.280376825681
TEZMI3,2,185.011762762149
TDC549,2,2719.79482446725
TDCEZA,1,138.756720142928
TDC502,3,16767.4718668258
TB1380,2,5655.24332805143
TDCENV,1,168.47799173412
TB3552,1,886.009182720137
TDCHDF,1,330.212996250097
TDCEB8,1,92.3461348010934
TDCCST,1,125.274949564009
TB2922,1,1978.68419750458
TEWTWC,2,3570.93721417786
TDCACB,1,928.653111860314
TDCEBG,1,109.422203429583
TDCGGI,1,2221.70498808665
TDC1O6,1,407.774164688217
TDCC6R,1,120.209301435666
TDC1KH,3,6308.35040487407
TDCHBE,1,96.4995458805981
TDC1GA,15,17360.3082405646
TDCDVQ,1,280.733595029682
TDCGN0,1,154.966794153626
TB5148,1,4368.62335359801
TDCDGF,1,138.756720142928
TDCFUZ,1,421.100392544522
TB1640,1,14212.9096562046
TDC9RK,1,353.342619488392
TDC41P,1,364.798130815973
TB3887,1,3443.17358105205
T84626,1,1482.17501149431
TB4671,1,1549.70998010994
TDCH64,1,121.567147365504
TDCH1Y,1,101.8720755968
TDCFR7,1,139.601695473879
TDCFZI,1,1087.82796723923
TEVVQ8,1,0.00420385736791976
TEVS97,2,9483.91903745645
TDCHBK,1,109.422203429583
TDC1P2,1,198.758376355246
TEZENA,1,289.267425486559
TDCE9C,1,109.422203429583
TDCCBB,1,108.203084792887
TFBUAI,1,246.404895763249
TCBOPS,1,66.219161259472
TEZFZ5,3,2071.69874562717
TEVVQ5,1,0.00420385736791976
TDCHE7,1,92.9767134062813
TDC1J5,1,10870.267120249
TDCA2A,1,499.994183768272
TEXYFV,2,246.585661630069
TEZLD6,2,339.15880472903
TB6548,1,9107.50564873291
TB3971,1,300.134396782631
TB4172,1,364.667811237567
TDC8B2,1,328.884577321834
TEVVTC,2,15428.9258461638
TEWRJA,2,0.016815429471679
TDCEB9,1,105.096434197994
TEWP73,1,3217.39701339318
TDCC8T,1,138.756720142928
TF1281,1,5874.02047319271
TDCCFC,1,102.195772614129
TDCF4Q,1,120.209301435666
TDC9Y3,1,1963.63018427006
TB1601,1,89.2436880635686
TDCGOA,1,152.625245599695
TC5093,3,109.405388000112
TEZEDE,1,3576.74274120296
TDCH7Z,1,227.886904057562
TDCDN6,1,120.087389571996
TB3111,5,79157.7976703129
TEZET6,2,1762.18974691408
TDCCDB,1,120.209301435666
TDCENT,1,120.209301435666
TEWTYL,1,2086.35759626911
TDC520,5,75247.5292932539
TDCCKI,1,109.300291565914
TDCADW,1,1077.71348641201
TDCHEC,1,216.313684723679
TDC213,1,7224.66099150217
TDCEVY,1,202.289616544299
TDCHDQ,1,120.596056313514
TDC01Y,8,18247.5995997819
TDCFVN,1,191.372198959811
TDCH94,1,93.5778650098939
TB3291,5,140640.254232767
TDCCOZ,1,97.1091051989464
TDC9X2,1,2045.63903380343
TB4892,1,817.21305689413
TA2800,1,7.64261269487812
TCAAT5,1,63.7472931271352
TDCHCM,1,108.556208811792
TDCHBT,1,118.035907176451
TEVVHG,5,81066.7314663689
TDCGT1,1,121.567147365504
TEYVXH,3,65.4540592185107
TEVVOE,2,6345.02065269443
TEVZJE,2,1458.68385652237
TDCACM,1,847.064648063728
TEZHDA,3,29310.8742195069
TDCEFQ,1,120.209301435666
TDCHA0,1,109.422203429583
TFBZQ5,1,5820.98040478166
TDCGA4,1,1788.16117773309
TEZHEF,3,11924.4179861139
TEWA34,1,304.40131201107
TEZCKV,1,5342.04754642667
TDCEDI,1,295.867481554193
TDCEDH,1,108.081172929217
TEZCBR,1,28345.8325182699
TFBKX2,5,19078.9838598633
TCAMYE,1,222.867498360266
TB4721,2,4294.82463750418
TB6218,1,0.00420385736791976
TDCCCE,1,137.386262640986
TEZBX6,1,29249.2036319195
TEZEDU,2,0.00840771473583952
TDCG65,1,105.096434197994
TEXCU9,3,3644.14739024019
TDCDMD,1,120.209301435666
TFBEAQ,1,26174.8764963288
TDCD5M,1,121.567147365504
TDCFJV,1,120.209301435666
TDCFVA,2,55969.8543187532
TB1726,1,33.6308589433581
TEVVQ4,1,0.00420385736791976
TDC118,1,14.7807625056059
TEZGXL,1,4937.28334361388
TEVVV4,3,77510.0705518125
TDCDQB,1,313.485847783144
TDC01O,2,12361.1230972081
TEZF79,1,518.016120304544
TDCCY9,1,108.556208811792
TDCGDS,1,1501.87428712038
TEXVBP,11,60795.2183676609
TDCDV9,1,50.4673077018767
TDCF3I,1,108.203084792887
TDCCQT,1,121.567147365504
TEVVHT,1,0.00420385736791976
TDCCBC,1,120.209301435666
TDCF77,1,229.686155011032
TEWEF9,2,578.152299952637
TDC0J0,7,30046.2339695903
TDCHDS,1,117.052204552358
TDCHEB,1,108.644489816518
TB3627,4,7796.43603982767
TDCCW0,1,108.203084792887
TDCD4L,1,145.957927814174
TB4894,1,2210.0350800333
TA2859,1,25.1432709175281
TDC0IX,1,183.603470543895
TEZBC6,1,1110.68013589124
TEVVMX,4,66392.3517753156
TEVVPK,2,708.055696478725
TDCGTV,1,168.242575721517
TEZAXU,1,2447.04855843662
TEWERU,2,0.00840771473583952
TEWP74,1,1072.46707241685
TDCFSV,1,121.567147365504
TEZJPD,4,59012.8164745219
TDCFEE,1,120.209301435666
TDCHBX,1,97.2772594936633
TFCLCL,1,72.8570520434174
TEXFJG,3,1457.30078744833
TEZOWC,1,608.272937993782
TEWBQT,2,0.00840771473583952
TEZDR4,1,276.441456657035
TDCF3J,1,76.5312233829792
TEWLRU,3,9326.9638187678
TEZG04,4,43306.6588465159
TFBLJO,1,12269.4748027301
TDCDBS,1,93.5904765819976
TDC1KC,5,23824.7815003685
TD4616,5,319.07277422511
TDCD0C,1,176.482136162639
TEZHDN,3,181.005486690521
TEZF71,1,944.039229826901
TDCHCT,1,108.720159249141
TEXKLJ,4,12887.0676925085
TDCF5O,1,97.235220919984
TFBMMJ,5,55308.2134114737
TDCG9O,1,124.896602400896
TDCFNH,1,191.372198959811
TDCHE3,1,109.615580868508
TDC1OB,2,407.774164688217
TEWGVB,2,16285.2137572928
TDC16F,1,267.491444320734
TEZKDT,2,1725.84319611104
TEXSRY,2,10246.9569844502
TDCEGP,1,120.209301435666
TDC04B,1,1132.52337877495
TEZHLC,3,6282.21081976035
TEWOW7,1,6516.56746030714
TDCGS3,1,120.209301435666
TEZAP4,1,29.4732440064854
TEVVGL,1,161.848508664911
TDCF4S,1,120.209301435666
TDCDRK,1,121.567147365504
TEXY56,5,25919.8873238202
TDCDTS,1,120.209301435666
TDCFY5,1,99.0218603013499
TEWP91,2,7819.27559690758
TDC168,2,1656.36604539143
TEWTRA,2,23906.3909834519
TEWLW3,2,193.579224077969
TB3740,2,549.519827419735
TDCD9P,1,210.302168687554
TDCED4,1,668.198924773478
TCBBAU,1,1290.03350663617
TB2743,1,3152.89302593982
TDC0YR,1,2324.83822089383
TEZBGM,1,1132.19547790025
TEVVN8,1,0.00420385736791976
TEVVT0,1,295.800219836306
TEVSAU,1,2132.79760861252
TEZBZC,2,4305.17033048663
TEXCK8,1,0.00420385736791976
TEWTZ9,1,4543.99567141552
TEZDD5,1,16387.0522020306
TEZKN7,1,2237.4232107853
TDCHBV,1,121.567147365504
TEVN70,1,335.358517668431
TFCRJ3,1,0.00420385736791976
TEZBMC,2,1794.07600504975
TFAAZF,2,27682.7328724837
TEXPMN,1,1276.23644675466
TEZF81,6,2076.44910445292
TDCFA5,2,357.891193160481
TEZEYE,3,52737.6303004234
TEZGVB,1,0.00420385736791976
TFBN23,1,1011.99878803669
TDCF18,1,120.209301435666
TDC8AJ,1,380.676100094606
TDC04J,1,183.603470543895
TDCD7G,1,120.213505293033
TEZIYJ,1,0.00420385736791976
TEZFYE,3,64518.7303811501
TEF163,2,42.0848161102447
TEZB61,1,62580.9539196927
TDCHAS,1,235.638817044006
TFBNZV,1,5996.56291546757
TEWTV8,1,4315.07882230281
TDCHCP,1,141.808720592037
TEVSA1,5,15159.2568037265
TDC881,1,742.716500477224
TEXKI7,2,0.0210192868395988
TDC85D,1,415.774105259368
TFBKRU,2,3009.34811225483
TEZCO4,1,568.130303987516
TDCEXF,1,330.170957676418
TDC0J5,2,1803.94245829226
TEZIK1,2,1964.43312102733
TEYVVB,1,3004.40437599016
TDCHCQ,1,344.531334445232
TEZHQZ,2,21881.3634623234
TEWOYZ,2,8563.13975044625
TDCFBR,1,125.396861427679
TEXPSB,1,15445.0980854582
TEZDAQ,1,290.13342010435
TDCDUZ,1,97.2772594936633
TDCGK6,1,949.823737565158
TEXPRW,2,0.00840771473583952
TDCA2E,1,246.863116216352
TEXKLM,1,797.480150409114
TEZATG,5,42826.7422855368
TB4388,3,6053.73117181391
TDCHDH,1,76.5312233829792
TDCFV2,1,138.903855150805
TDC02G,2,2268.76296746314
TB3936,1,1039.13889120398
TDC1IV,1,184.284495437499
TEZM89,4,61604.8686851502
TEWLVK,2,0.0126115721037593
TEWRKI,2,2536.86397110223
TEWBPS,1,0.00420385736791976
TEZGAL,1,366.933690358876
TEYYP8,2,24273.0472192245
TEZCGC,2,0.00840771473583952
TEZEIH,1,360.367265150186
TEZMIZ,2,0.00840771473583952
TEVVPZ,1,0.00420385736791976
TEXHMP,10,100957.631522843
TFCXGL,2,0.00840771473583952
TEZCQ2,2,0.016815429471679
TFAIKL,1,676.888297952968
TEXSOB,3,7298.66569660703
TEZLFN,1,63.2638495298245
TDCFFJ,1,120.209301435666
TEZEZ0,1,0.0714655752546359
TEZHDF,5,48331.9793711287
TFCKR0,1,260.28603279212
TDCF3G,1,138.756720142928
TDCC7W,1,392.341804290583
TDC8EY,1,903.34168664807
TDCFYC,1,34.9887048731962
TEZJR8,1,1879.2335437517
TEZGMV,1,657.609408063688
TEXSG6,2,220.404037942665
TEZEGF,2,920.081446687126
TEVVKG,2,0.155542722613031
TFBRNE,2,4365.42001428365
TEXHLI,1,56537.0723856919
TEWEPY,1,2491.27313794714
TEVVM8,1,0.00420385736791976
TDCA2Z,1,382.12222702917
TEXSOQ,1,3674.17974727661
TDCA14,1,1033.43846061308
TFCL03,1,323.285039307765
TEZDO1,3,77749.8333529344
TDCHBW,1,196.723709389173
TDCF3E,1,120.209301435666
TEZNIP,3,34079.2970203662
TEZFHG,2,0.00840771473583952
TDCHEW,1,2052.29374001685
TEZJGS,1,7140.58804800115
TEXVI3,2,6469.94668209691
TEWEF8,4,2329.33214442013
TEZDMR,1,0.00420385736791976
TEZDTW,2,12734.7997747851
TDCFVI,1,109.422203429583
TDCHEI,1,115.782639627246
TEZFKZ,1,3265.81283869951
TDCC1Q,1,236.466976945486
TEXVNK,1,85.6746131582047
TEZBZW,1,4698.59252612076
TB4817,2,11504.8351860791
TEVVP7,1,2360.1968652154
TDCGAV,1,46.4400123434096
TDC1IM,1,193.343808065366
TB4413,1,18131.7707177237
TDCA0R,2,4716.77000537965
TEZOS8,1,0.00420385736791976
TEXFBB,1,6050.15368919381
TEZEPV,1,571.80027146971
TEWOX7,2,3792.3543817462
TEZHBK,1,32.7060103224157
TEZAT6,2,0.00840771473583952
TEZDM8,1,948.70971536266
TEZG31,2,750.304463026319
TEZOCJ,2,2957.43047376102
TEXVGX,3,98667.8534723974
TEXKGG,2,0.00840771473583952
TFDA63,1,52.7500022526571
TEZD92,2,4727.22920251103
TFBXL6,1,34.6608039984984
TEZC51,2,22155.5642630033
TEZLJF,1,181.753773302011
TEVVV9,1,246.720185065843
TEZG13,1,7244.49899442139
TEZM99,4,4580.65751152114
TFCN09,2,2523.64283968012
TDCFA2,1,149.934776884226
TDCENU,1,185.860941950468
TDCGDE,1,267.651190900715
TEXSPK,1,2155.91462027871
TEZJXF,5,76320.7068175659
TEZHC9,3,20170.8012877447
TEXVNG,2,0.00840771473583952
TEZFFQ,1,594.286704530713
TEWBPO,3,766.073132013386
TFBSJP,3,6180.64982960877
TEYVTZ,5,371.032451292598
TEWLYB,1,0.00420385736791976
TEWBJ8,1,0.00420385736791976
TDCC1L,2,284.588532236064
TEYJ00,1,175.906207703234
TDCEPW,1,120.209301435666
TFCPGO,4,31140.4139653124
TEZJBZ,2,11145.9518825798
TDCHD1,1,634.349465246988
TDCG0K,1,121.567147365504
TFBSMQ,1,94.5867907781946
TEZGB2,1,25440.7568841689
TEVOMQ,3,23209.8286330171
TEZKO6,2,62728.740525462
TEYJ64,3,40102.3904796827
TEWOYJ,1,46321.7956703663
TEZIRS,2,138003.346864023
TEZIL9,4,14275.4420345524
TDCGOR,1,238.203170038437
TEWTY2,1,0.00420385736791976
TEZGIV,2,1384.82628642539
TDCFB2,1,242.726520566319
TEZLXL,1,7089.13283381781
TEZFQ0,1,34.1395256848764
TDC01Z,7,3607.6116658556
TEVYDI,1,2280.43287551649
TDCGLR,1,6318.20424654447
TDC1O0,2,407.774164688217
TB5739,1,150.657840351508
TDCH8Z,1,35.5310024736578
TFBLT8,1,2979.3704053642
TEZAS9,1,3443.44262792359
TEZMH1,2,1474.25494421315
TEXCEK,1,46096.3554112969
