icliente,mrr12m
TB2429,205.268749
TB6594,487.267738
TB3666,315.867129
TEXCT4,366.747739
TEZCXS,96.382511
TEXFC5,362.841141
TCAJID,1051.133496
TEZF79,597.902126
TEXKS8,120.756103
TEXKCC,1173.726785
TB1719,1365.532844
TDC0CA,439.967304
TB6504,489.866767
TB5353,601.378711
TEZCPI,6855.349064
TDC0H7,26.847126
TEXST8,246.960347
TB4649,75.236435
TDC168,53.99834
TEXHWC,237.132837
TEWLW3,252.324827
TB3740,693.043011
TB5912,166.015331
TEXN09,4312.898398
TCBBAU,73.886997
TB2246,201.907604
TB4691,379.98443
TB6029,88.241148
TEWLVK,1036.472841
TEZI73,169.482126
TB2240,256.937335
TEZBZC,629.324174
TEVS97,199.541494
TEWTZ9,835.915199
TEWBQJ,247.245066
TEZKN7,341.845268
TB4322,181.730921
TB4679,307.323445
TDC2AZ,492.385201
TDC0K5,1425.345003
TEZFZ5,1483.8277
TEZC51,257.396765
TEXKQZ,937.521594
TDC0GW,598.932613
TCAN66,258.746774
TEXCMS,170.273466
TEZPEH,639.661027
TCBAPA,52.597612
TDC0GL,598.932613
TB4172,546.672479
TEYJ35,849.277202
TEXVCH,291.883757
TEXNAT,850.159696
TEZCTE,85.212188
TEZBID,498.859452
TDC0AQ,63.40581
TEZEJA,476.992378
TDC13Q,356.752484
TAABOR,602.430076
TB6496,138.120644
TB2450,243.881079
TC6070,134.895961
TC1901,52.597612
TEXPRO,125.735525
TEZDCS,102.658617
TEXHRS,290.245286
TCBJL5,172.69446
TEZHLC,449.425195
TEYVVB,2395.835448
TEXVIX,530.002655
TB2643,328.606152
TDC1O6,13.339182
TC0199,102.046885
TB5891,173.119942
TEZCPQ,117.093277
TDC1GA,493.04886
TEYJFM,1592.732956
TB4804,382.278158
TEVVPM,613.046579
TEXKCV,155.353592
TEXKSC,266.095925
TB4388,477.929401
TB6709,235.503858
TEYSWS,1115.71704
TCBOQQ,28.199899
TB2743,872.808501
TB4727,808.172629
TB6670,197.820976
TEXFBB,501.235022
TEZIJY,778.074119
TB2357,932.632871
TEZD71,68.913833
TEVVOE,5378.92108
TEXYF4,128.077182
TEXHUS,293.701293
TEZMIZ,765.985411
TB4359,355.455346
TB4967,547.195367
TEF108,97.229076
TDCGA4,876.378145
TEZHEF,267.29848
TEZCA9,75.325353
TEZCKV,182.924427
TDC0IN,241.516882
TCAWUC,186.012981
TEXCTS,273.683386
TEZUT1,443.73493
TEVVNK,62.42553
TDC0IY,226.956299
TB6218,709.986236
TEZG82,673.719544
TEXY92,125.091365
TEYVW8,214.78875
TEZDDJ,129.277689
TEZC33,133.483304
TDC536,0.0
TEZMI3,587.447028
TDC1NX,19.464219
TAAMJS,291.146876
TC2857,24.97932
TB2812,306.205663
TCAOV1,113.76317
TC5093,31.764392
TEYJBY,98.941675
TEZDN4,123.454831
TEYSS9,97.650902
TD0277,565.576827
TEZIK1,1182.447799
TEZARL,127.795502
TEYJA1,668.115297
TB3671,511.418974
TDC520,944.132933
TCAIVC,68.959499
TC8493,63.976564
TEZDAQ,169.667973
TDC213,1022.699071
TEZBVZ,495.189241
TCANP4,55.510966
TEWERY,201.776006
TEXKLM,453.865554
TEZATG,1310.096055
TB4395,66.897243
TC7591,145.515121
TEYZ13,193.113196
TDC02G,629.021426
TB2776,355.257758
TB4848,374.033415
TD0675,83.638504
TEXPXZ,196.683632
TEZMG6,274.738586
TB3034,391.666791
TEZFIE,66.091355
TEVVOR,17.443205
TEYTB9,284.748278
TEYVPL,45.745775
TEZOCJ,860.935707
TB6662,166.291662
TCA468,129.070682
TEXK90,145.046691
TEVVOX,695.014118
TEZIJ7,2404.279736
TEZDLW,239.794896
TEZDCB,360.577858
TDC1J5,393.331205
TDC023,542.459818
TEXFEW,95.240161
TEZUUE,68.324711
TEVVNW,652.805319
TDC1KC,1008.262813
TCADJO,52.597612
TEZLQS,5515.118413
TEYJD8,209.06009
TEZDT9,407.487083
TEZDFI,151.094129
TEZEGF,707.618674
TEVVM7,517.302542
TEZSRH,517.347706
TDC31X,467.973159
TB1059,292.532346
TCAPIM,71.976577
TB5665,615.312723
TCATCY,139.173225
TCANUZ,171.02693
TEYVQ7,263.528806
TEZDO1,721.803392
TEZCV3,123.763278
TDC01O,384.703515
TEZKD5,293.777705
TEZCOQ,110.251812
TEZAZD,181.910216
TB3708,127.422007
TEWOYZ,1444.064869
TCBPMZ,26.669878
TCAENG,120.476407
TEZDCI,521.615742
TEWTV4,254.019523
TEZDCD,159.260549
TDC0SP,476.288759
TEXCI2,259.969126
TEXVNK,86.366138
TEZBZW,116.939082
TB4817,263.92412
TCBNZS,31.41258
TEZASZ,111.564368
TDC0BF,78.869699
TB3520,315.868433
TC0486,189.83488
TDC1KW,870.603802
TEZAS9,117.478704
TEZMH1,788.882289
TB3214,603.367305
TEZGAL,168.303468
TEVVV0,7034.348164
TEYVYC,298.345065
TEZBAC,639.846646
TEZOLU,250.306759
TC2130,27.441325
TCATXY,395.523149
TEXPOA,44.024087
TEWOYI,272.628049
TEZKSD,513.064744
TEZDTC,1604.985987
TEZDR4,75.078251
TDC9WL,1206.370439
TDC09F,137.470555
TEXKGO,133.631827
TFBJRL,426.354135
TEWGR8,451.261132
TEVVP0,826.68079
TCAXTX,250.339706
TEZMYD,93.884145
TEZAYS,2966.493846
TEZEDU,3992.525704
TEZEJW,598.932613
TEZESD,212.406999
TEVZY8,568.001385
TF1281,241.872889
TEWTV8,306.675884
TB2086,304.813727
TCASEN,38.304887
TB5745,392.304829
TDC09G,269.406301
TD0135,203.877948
TEYWC6,72.561751
TEZEG1,144.435806
TEZDSL,471.976599
TDC07A,99.865542
TEZKF9,131.799643
TEZCRL,141.894599
TEZCK6,1628.485037
TB3714,185.352598
TEXHWR,802.182688
TD0358,222.24814
TCAXVZ,156.568463
TEZDTW,89.245905
TEXFDS,225.806525
TEZEET,671.258432
TDC135,79.538598
TEXHPU,203.810865
TEZEXE,34.496449
TEZDNZ,239.231174
TC8613,224.980637
TDC9RK,732.521678
TEZHA1,653.517014
TDC1IM,350.277262
TB3936,374.436347
TC5177,48.569104
TEWPB7,1697.977158
TEZB04,914.856652
TEZODU,389.603638
TB3855,42.928273
TEZHBK,218.279354
TEWERU,3491.964918
TEZBBV,110.713691
TEZDD5,306.654087
TEZUUP,134.153585
TC6175,107.536288
TCAXU6,49.960904
TEXYEW,270.202252
TEWOYT,30.461797
TEZMEM,78.850551
TEZFGK,94.607707
TEZEEC,69.330307
TEVVV9,431.044997
TEWLRU,9475.103081
TEXVFR,1194.235412
TFBKQK,67.916558
TEXFEJ,124.558133
TEYJDK,1875.174378
TD0421,236.066267
TFBOJF,390.152995
TEZBX6,992.771299
TEZF71,905.724645
TEZFCB,101.381405
TEZFFQ,98.941859
TEWBPO,232.94112
TFALI4,1103.001556
TEXCMR,124.0146
TB3199,297.709417
TCAYI4,107.55569
TB6036,178.093114
TDC0JP,598.932613
TDC118,230.708985
TEZEDE,755.743012
TEZF19,39.624944
TEZG24,601.456217
TDC088,598.932613
TEZKKB,187.217097
TEZFEZ,623.100293
TEZIIF,375.476315
TB3832,313.72288
TEXVI3,599.326918
TDC11I,4.031499
TCB063,218.300733
TEZGEF,552.34013
TEXHTW,63.976091
TEZFBI,8372.046967
TDC1GL,10.80305
TEXHSA,164.819453
TEZHAA,189.119787
TEZFQ0,221.867145
TD0569,986.002134
TEVVP7,203.19617
TEZIAA,171.795212
TDC1O0,12.316887
TB4413,265.450235
TCAAT5,50.968167
TEXF61,1063.48962
TEZE63,1391.287787
TEZSOI,700.046131
TB4666,104.206267
TEZIEW,173.175802
TEXCK8,3161.558677
TEZBKX,109.879644
TEZEIH,90.732439
TFBJZ7,225.667129
TCBMLV,48.856787
TCB167,119.098189
TEYJC6,129.868247
TEXFJG,1725.735857
TEZOD5,82.272927
TEZFKA,1383.786328
TEZF81,577.056673
TEWOYV,127.805515
TEWP05,126.878563
TEXYFV,301.894423
TFBKX2,1365.992404
TEXVJD,347.016514
TEZFET,491.181719
TD4616,159.443201
TFBSKB,1285.796944
TEZCO9,720.6476
TEZFYE,876.843113
TEZHE3,1958.912054
TEZFXH,300.034705
TEWGXM,969.612044
TFBEAQ,677.108221
TEXSIF,1029.269877
TB4128,182.168147
TDC04U,72.541115
TC1348,2432.79538
TDC27R,1155.276271
TDC16F,30.595813
TEZFC8,34.053635
TEZFFE,31.461818
TEZHIL,5185.933249
TDC0J5,123.836742
TEZKVV,57.803226
TEZFHG,621.017476
TEZINI,141.778285
TB4613,276.825204
TEXY91,211.952443
TDC1OQ,16.051323
TDC09J,853.371274
TEZIL9,2825.289978
TEYSWD,124.46126
TEZFH9,124.838314
TDCGM3,712.958514
TEXKSA,1465.865558
TEZLXL,1171.759605
TEZGE0,901.882792
TDC01Z,390.789083
TEVYDI,408.191088
TEZMBW,420.048226
TEVVLM,612.441224
TB5739,156.684132
TDC0DX,22.822741
TEXKL8,1204.559114
TEZEAU,185.179316
TFBJDW,5006.30867
TB4852,611.068639
TEZJXL,248.871076
TEYSVO,560.710348
TEZCGC,512.40806
TEZG31,489.858683
TFBKQA,350.16168
TDC17Y,90.632901
TD0069,688.663159
TEZBE9,835.0371
TEZBMC,1515.04092
TEZOWC,499.430118
TEZJP5,256.700106
TEZFD6,279.085215
TEWTOL,567.492591
TEWRO6,517.329289
TEZBOG,965.657657
TFBKXA,332.855535
TEZAZB,96.327332
TEZIHX,1818.182755
TDC04J,74.174364
TFBSVT,243.404585
TEZFKC,29.254795
TEZGMV,426.181732
TEZHLQ,197.377491
TEZGQL,2558.945858
TEWP26,462.271454
TFBKAL,222.147587
TEXY03,1658.306701
TB4293,204.009594
TDC15M,26.433531
TC8962,234.65126
TEVVQ4,750.134206
TEVVOV,797.385458
TEZGXL,102.862881
TEZGO9,198.192166
TEZI61,1107.40967
TEXKBT,387.778678
TEZLHN,83.140484
TEZGB2,727.640104
TFAB04,612.707265
TB4779,245.805071
TEYJ64,276.940946
TDC823,199.212392
TDC0XC,36.055688
TEZIRK,80.711835
TEZCVK,1138.213191
TEZHEC,88.007753
TEWEF9,707.66636
TEXNBJ,110.756856
TEZOKY,675.116614
TEZHQL,1341.051084
TDCA3F,343.246085
TEVYL8,85.154627
TEZMY9,610.062335
TEWDR7,249.331981
TC0896,268.466739
TDC0IX,90.963584
TEZBC6,275.549634
TEZEZI,118.971141
TFBKR3,349.756168
TB5497,289.989518
TEZKIQ,287.227446
TEYYP8,318.061532
TEZCUV,101.652794
TEZIT0,471.772892
TFBKQI,174.061167
TEF091,139.809085
TD0317,279.87881
TEZCYO,239.823616
TEZCBV,114.251896
TFAAZF,515.594428
TEZKB6,864.910453
TEZLFN,96.309431
TEWTQW,759.521604
TEXCMY,1173.546983
TEZCAY,267.85668
TFBLJO,411.593608
TEZBGE,2721.924378
TEZJHH,208.232368
TEF142,31.926518
TFBSZW,453.119679
TEZG93,150.300437
TEZH81,104.085559
TEZHV8,1114.727151
TEZHSZ,94.585497
TEXVFB,623.104514
TFBKK8,20.586155
TEYIYX,211.10629
TB4598,231.298754
TDC1GZ,34.319644
TCASVR,236.92649
TEWGVB,151.103755
TEYTCU,81.717381
TEZH17,571.081088
TEZIUB,151.156844
TEZSRE,420.193329
TEXSOY,4391.228094
TEZLRL,289.396526
TEZJNY,177.094921
TFACVD,61.149882
TB5656,64.428318
TEYT36,526.105571
TEWEF8,222.819308
TDC1J8,212.962455
TEZISI,69.645357
TEZEV8,182.015096
TEZHED,77.551398
TEWP91,215.912775
TEZFZF,185.255586
TFBSL9,255.315583
TEZKPO,192.15525
TDCADU,33.317146
TEWU57,18955.312525
TEZNRH,1605.980119
TEXCL4,132.393265
TC5681,65.642181
TDC0YR,95.804074
TEZBSF,231.984206
TEZHWK,877.140498
TFBNFH,92.19652
TC6234,122.93146
TEZLO4,598.927162
TEYYSH,57.444115
TEZDM8,786.938377
TEZIZI,1690.568467
TFBKZ2,192.117682
TEVVPZ,324.971386
TDC1KY,440.27269
TEZFC6,73.385697
TEZCQ2,3323.936612
TFAIKL,785.229251
TEZKN2,2055.210049
TEZLJF,225.212013
TEZDHO,1258.670126
TEYYW2,102.893612
TEZCBR,2050.653296
TFBOEL,104.433841
TEZBXP,609.52178
TEZJY7,675.1654
TEVNT2,294.85316
TFBTF3,536.958048
TEZGTG,105.035118
TEZHC9,289.921443
TEZJXQ,184.983301
TEZIG1,52.051242
TEYVPH,562.887143
TFBLX1,744.877883
TEYO45,143.6757
TB4850,230.615788
TDC1OG,20.22967
TDC0F2,100.18843
TEXKI7,695.105568
TEZEFA,753.104067
TEZHCN,472.333424
TEZJBZ,177.124527
TFBKES,268.09017
TEZAO7,124.934113
TEZMD5,184.409087
TEZLYF,1073.807439
TFAIK3,306.065586
TB5732,187.473943
TEYYTA,3437.106157
TEWOYJ,732.928485
TDC1KH,647.860459
TEZJ23,417.252849
TEZFYX,372.059993
TEZJJ5,168.33066
TEXPRW,835.131718
TEZGR6,84.834787
TFBSOJ,533.315112
TEZLT1,693.11696
TEF158,54.625483
TEXPYU,210.41718
TEZOVP,312.869281
TEXCMP,3995.162689
TD0133,59.154642
TDC1IV,82.321389
TEZGOT,78.933056
TEZHY1,757.688384
TFBTPH,766.734621
TCAOQ8,248.620888
TEZOF5,286.777636
TEZAT6,971.375321
TEZESX,252.360946
TEZLRO,460.829278
TFBLX3,1135.749885
TEVVV1,468.59789
TEVN70,265.675561
TEZFIJ,43.806567
TEZD92,1114.461054
TFBJX0,203.005767
TEZMIS,524.732082
TEZNAS,853.270631
TEZEBG,1993.693046
TEZEYE,1523.601947
TEZFD5,204.16739
TFBQSX,819.856312
TEZEV7,4210.683381
TEZKFB,3533.049348
TEVRZU,325.014764
TFBW81,509.54567
TEZHDN,1022.696986
TEZLTQ,954.675268
TEZKG6,62.066217
TEZJ32,1208.267583
TEZBC3,380.933358
TFBMMJ,462.804588
TEYVTZ,1411.468405
TB5129,335.756465
TDCFVA,1416.471873
TDC0G8,598.932613
TEXSOQ,307.028449
TEZEV6,87.801841
TEZIAZ,119.282921
TEZNUY,1701.071591
TFBTHK,411.815944
TEZAX4,189.330414
TEZNIP,3505.95465
TEZMI9,319.343923
TFBLNO,560.721921
TDC06P,57.23099
TEZBOW,25.17525
TEXCHQ,692.430542
TEVOTB,532.573027
TEZNB9,877.854935
TEZJMJ,45.501015
TEZKIY,429.940047
TEXSKD,394.494955
TEZJF4,74.824805
TFBT40,373.786087
TEZMIJ,52.746621
TEWBJI,195.555
TEXSL6,152.842085
TFAIEA,1559.119198
TEZDH4,118.230009
TD0698,58.998365
TEXFJR,79.670635
TEZHOD,328.051307
TEZJW9,598.306929
TFBTU4,740.938179
TCAXD3,22.452155
TFBK72,840.778047
TEZB39,480.795767
TEZFBU,461.573425
TEZNZY,1108.184795
TFBQY8,129.104663
TEVZID,1061.57354
TEWBJ1,246.516759
TEZIGI,184.838566
TEZES3,657.431523
TFBKR8,106.619442
TEZUTH,297.725207
TEZOEO,146.303537
TEZFGO,247.293344
TEZEZ0,108.163148
TEZG04,3067.864787
TFBSNE,102.345009
TEZFID,111.250751
TEZKMD,561.992876
TEXPSQ,458.061647
TFBXQE,68.529531
TEZIYJ,465.690852
TFAAZL,987.81723
TEZKYK,128.130184
TEZKXW,293.424083
TEZEO4,628.63071
TFBNZV,363.583638
TEZAMM,1551.238471
TB5811,134.31314
TEVSA1,534.07556
TDC0J8,291.9566
TEXV69,238.815542
TEZF82,406.109563
TEZIF3,99.241919
TEZSPO,402.766605
TFCATG,164.817126
TEZDAZ,2241.838462
TFBKOG,65.932813
TEZNGU,1499.573149
TFBLZ4,1295.500623
TDC08L,598.932613
TEZDG5,778.710527
TEXVCZ,208.998607
TEWPDU,1875.62468
TEZOPD,84.355827
TEZKFG,182.645516
TEZLS0,1326.41813
TEZBIK,279.070895
TEZKBB,64.955361
TFBXYX,55.246123
TEZN39,1183.406483
TEXHXC,141.422686
TEXYF9,345.763842
TFBER3,547.254817
TEZDJH,174.241803
TDC04H,259.371806
TEXPJ9,109.923725
TEZIHF,217.128323
TEZLBN,329.932827
TFBXJX,88.334384
TCBIL7,142.097035
TFBLKJ,566.405661
TEZBHC,379.753199
TEZKKF,38.547649
TEZOSP,254.776392
TFBXRM,67.481068
TEXVGX,231.654583
TEXHMP,3.057955
TEZLG7,68.181333
TEZJH2,1300.232247
TFBLBK,670.722273
TFAIE7,331.520783
TFAGPC,366.75923
TEZFTH,215.300322
TEZG13,526.401821
TEZGVB,427.31093
TFBW84,853.318241
TEZHCV,395.783677
TEZOAB,241.298502
TEXSKL,82.176978
TFBXYN,107.694035
TEZJR8,846.052569
TFACVG,172.655284
TEZLHD,447.127366
TEZLQM,213.842031
TEZGQJ,484.54284
TFBRNE,192.465051
TEZBXW,811.192829
TB5965,158.563649
TEVSAQ,284.843005
TDC1IR,264.808482
TEYJ00,524.618301
TEZHAX,622.540771
TEZKDT,370.315466
TEZUOW,619.070545
TFCEGB,579.944886
TEZDFJ,2609.045646
TFBO08,155.963108
TEZNWC,623.605055
TFBN21,267.042757
TDC091,598.932613
TEZDH6,85.329596
TEXVFP,1269.945398
TEXPSB,2144.614048
TEZOW5,337.53272
TFAEAJ,203.868277
TEZNHC,5.764135
TEZBOY,165.25118
TEZKE5,951.595963
TFBZTX,183.460013
TEZNWF,363.723644
TEXKCR,192.839345
TEXYFP,881.936961
TFBKE0,1897.542691
TEZGQT,204.385822
TDC099,615.623438
TEYTBT,383.825489
TEZKTU,86.812732
TEZLHG,423.553453
TFBYV8,84.197118
TCBRBG,36.26105
TFBRCO,1326.89336
TEZBSK,331.555828
TEZKPC,108.26692
TFAIK4,406.32351
TFBYIZ,316.051473
TEYVYG,1132.93968
TEXKGG,3915.938011
TEZLTS,676.809564
TEZJM9,180.792214
TFBLYJ,127.507844
TFBLB1,235.171056
TFBKBW,620.686847
TEZGAM,405.990681
TEZGB5,2500.056997
TEZHBP,75.08569
TFBXVJ,87.63264
TEZI22,269.762427
TEZOOD,750.181395
TEYVT0,241.826509
TFBY63,84.787729
TEZJX7,84.044934
TFBLKB,311.207615
TEZMWQ,66.750248
TEZM58,1013.787128
TEZIIV,1853.911332
TFBSJP,435.64144
TEZCJE,1562.237551
TC2775,49.958802
TEVVM8,2306.395598
TDC1J9,609.755073
TEZASM,1170.782083
TEZHBA,72.593201
TFBKRU,1026.673114
TFAFF3,351.794262
TFCFJQ,554.35976
TEZDU6,834.395786
TFBSMQ,524.197104
TEZO53,140.0315
TFBPTK,255.848104
TDC0QT,78.667131
TEZEK7,564.385351
TEY635,621.788431
TEXY85,189.211874
TFBJPE,393.017547
TFBKF7,32.99365
TEZOWF,626.3915
TEZCV6,137.82416
TEZKQ5,285.443133
TFC407,23.277728
TEZOHM,4431.325687
TEXKG9,247.4788
TEYTB4,752.074523
TFBLZR,665.838759
TEZH55,927.851075
TDC0DE,345.460386
TEYVYX,216.816794
TEZM89,680.297598
TFBER2,466.993251
TFBZ49,36.301211
TD0182,692.895115
TFBSWH,1423.057043
TEZE87,101.883878
TEZKPL,411.844437
TFBJN5,839.449198
TFC462,433.762658
TEZASO,4468.312368
TEYTBY,1126.615757
TEZNCC,126.061245
TEZJQJ,662.857562
TFBUE6,120.437448
TFBLG2,1697.923783
TFBKUH,799.787302
TEZJH5,171.343473
TEZJLP,645.06179
TEZHDF,827.093278
TFBZPK,4032.946312
TEZI53,524.735085
TFAEAT,518.26745
TEZANX,671.179615
TFBYGZ,176.933095
TEZJXF,451.349397
TFBWQT,192.96759
TFBAOA,199.478252
TFBKDA,148.578238
TEZJO2,362.120128
TFBTVF,160.298565
TEZD35,112.473002
TC4760,72.325102
TEWBJ8,133.451592
TDC1OB,11.650402
TEZDC9,543.544784
TEZHGT,595.540903
TFBLLW,397.470833
TFALIA,1886.326557
TFCH82,190.333495
TEZFES,43.857056
TFBXNQ,23.830576
TEZOMW,974.920831
TFBXI2,56.422772
TEF006,141.990186
TEZFE6,4727.677367
TEYT77,909.587317
TEYJC1,143.142107
TFBK21,758.230172
TFBKGN,165.129214
TFBKP7,418.25147
TEZDJD,39.093471
TEZLHU,432.598588
TFCDFH,285.55947
TFA388,387.439675
TEXSQH,1069.002754
TEYYXN,144.815178
TFBMYR,350.22686
TEZODN,409.032479
TDC0IM,182.819217
TEZAPV,1178.675098
TEZMOM,201.400718
TFBKJ3,32.116441
TFBZKC,220.007518
TDC00X,118.794819
TFBU74,386.51899
TEZFBB,670.129282
TEZMW2,253.302065
TFBKIA,307.622922
TFCDOF,27.787012
TEZAZ9,527.113557
TEYYVO,301.852992
TEZNZ3,340.582101
TEZJZP,69.390809
TFBXL6,102.126175
TFBMK9,258.957613
TFBKX1,535.385873
TEZKD2,234.277471
TEZM32,1739.301845
TEZIMO,79.677163
TFC668,30.874818
TEZIII,192.236978
TFBK96,804.416621
TEZEJX,598.932613
TFBZWP,763.083542
TEZKK0,5711.889192
TFBYGF,151.531983
TFBRM5,3536.911192
TFBLAC,452.137147
TEZLHB,221.728813
TFBUH5,28.142499
TEZDAJ,68.976642
TDC08C,95.156627
TEXPY0,0.0
TDCA2Z,0.0
TEZDDG,4452.345921
TEZJGM,146.000855
TFCDA0,224.944742
TFBJRZ,383.601206
TFCH98,37.193723
TEZFK6,375.501576
TFCBWV,389.818519
TEZQD9,666.660624
TFBYHB,155.691371
TEWTYL,1120.922984
TEZFVF,485.793973
TEZAWV,799.541415
TEZDMR,684.964052
TFBKI1,1306.088655
TFBKJV,497.487673
TFBNCU,194.62063
TEZGIV,295.697747
TEZLM8,625.356121
TFCDJX,371.866216
TFAIKM,1443.845481
TEYSXM,665.172821
TEZAUP,3619.428829
TFBOG6,235.105573
TEZOHE,3189.709007
TEF004,218.927513
TEZBTH,38.933701
TEZOS8,2306.887644
TFBOL3,434.989021
TFC753,25.307521
TDC0DW,22.822741
TFC829,495.009893
TEZFM5,1767.587124
TEZN58,990.044142
TFBKKT,36.8536
TFCDVB,182.459286
TEZCAF,561.5124
TEZBE4,530.622737
TEZPGH,411.369432
TEZLSP,232.49211
TFBYMR,143.754621
TFBNWM,122.373317
TFBNBL,465.860292
TEZKI2,2904.714702
TEZOUY,500.999746
TEZINZ,152.469271
TFCBU4,159.238155
TEZLMG,208.821605
TFBKDD,1014.758991
TEZGBW,130.540113
TFCA40,398.60334
TEZMJK,207.54744
TFBZSF,57.868758
TFBWO7,203.374034
TFBMP1,144.879153
TEZLHI,115.265052
TFBX19,2414.770901
TEZDMC,183.910248
TDC0FD,139.726897
TEYTCA,124.73422
TEWBFO,878.623983
TEZFWS,731.046483
TEZKUE,42.83072
TFCG32,44.366838
TFBKQP,189.959344
TFCHSS,114.649593
TEZGQE,138.868859
TFCINP,945.692997
TFAIMG,957.103394
TFCBRV,111.533534
TEXFER,106.261047
TEZGAD,1533.663555
TEZBRQ,2834.712792
TEZHJO,2296.779274
TFBLMY,102.10997
TFBKW9,107.682919
TFBRK2,126.819384
TEZHKM,137.020106
TEZLOU,1145.203807
TFCDX2,237.299949
TFBJR5,167.791663
TEYVUM,759.675795
TEZBFX,1148.158856
TFBOHB,212.308645
TEZUU2,2294.732781
TEWBJ0,377.318812
TEZCXN,1821.202084
TFBESR,378.903365
TFBPSA,274.655787
TFCBC1,122.300194
TDC0SI,598.932613
TFC835,104.147185
TEZFTI,1020.569213
TEZUUU,196.232585
TFBLCS,413.250698
TFCHGI,381.470649
TEZIGS,73.753906
TEZCY4,90.67676
TFAB06,409.941737
TEZM83,449.120415
TFBYTL,167.756142
TFBXD1,22.686116
TFBSL7,854.375245
TEZMIN,667.809906
TFBLCB,573.767976
TEZIS9,90.661034
TFCEZ9,116.642489
TEZOI3,718.968323
TFBOL6,29.165626
TEZGC5,748.886533
TFCFCE,5303.439019
TEZNF2,1245.243784
TFBZZC,635.572957
TFBWP2,311.362199
TFBN50,204.609996
TEZLYW,1006.20898
TFBXEA,96.271293
TEZEFG,210.443305
TEVVMH,2883.991025
TEZAU8,7.09824
TEXCJH,290.169152
TEZGWD,533.315044
TEZMFC,500.441594
TFCGDG,45.217174
TFBMB3,2068.834867
TFCI97,1601.057201
TEZIFS,122.848422
TFCLIY,111.612089
TFBJZK,1326.522063
TFCEZ4,1122.317382
TEXVBP,373.962022
TEZHAN,67.508063
TEZCRS,106.031334
TEZIRS,3443.05595
TFBMVI,47.977178
TFBQSN,299.016248
TFBWB0,1265.24627
TEZIC7,33.172546
TEZMIK,1826.416818
TFCGLX,832.930362
TFBLDN,696.489483
TEYYQD,1227.756317
TEZDDN,122.643557
TFBRBL,745.510764
TFAAP9,520.41116
TEWROD,1796.531694
TEZEB8,2133.896665
TFBLBM,279.661441
TFBSLI,3108.554594
TFCBDZ,544.396007
TDC1LC,44.025827
TFCCMX,2.193766
TEZGMI,320.340659
TEZZI6,230.407837
TFBLFX,583.186034
TFCI94,444.879511
TEZJIW,85.356921
TEZDI9,107.676309
TFBEAM,842.43154
TEZSP1,506.742021
TFCDR6,499.587702
TFBXL8,1442.766495
TFBT24,274.415653
TEZODH,356.733879
TFBSYK,1753.925933
TEZM99,319.106024
TFCICA,22.492641
TEZOOU,1088.791813
TFBOM4,459.020543
TEZHH2,1403.352235
TFCG46,109.392557
TEZSOM,1885.35396
TFC340,355.586163
TFBYEP,191.404778
TFBQUH,194.227774
TEZN32,861.648206
TFBXMI,97.851525
TEZGYJ,213.809417
TEWEPY,289.628694
TEZD45,931.726131
TEXCSY,1630.636786
TEZHXR,999.089065
TFBK01,294.523235
TFCHSV,116.575228
TFBMJ3,2614.133348
TFCJ72,106.045939
TEZJDY,45.816715
TFCQF7,2192.370708
TFBKHT,160.32946
TFCGNY,177.723696
TEYIZZ,176.133838
TEZMJX,1370.293551
TEZCT3,106.634645
TEZJGW,75.156694
TFBO51,2663.438087
TFBQT4,322.296982
TFBXHH,77.324214
TEZJI4,37.661973
TEZMT4,183.671482
TFCHHG,179.884714
TFBLU3,207.780313
TEZCQM,1964.659305
TEZEYQ,1112.323412
TFBSW3,37.383933
TFBGUG,622.55636
TEXCLX,155.11251
TEZEDP,80.620703
TFBLT8,280.333127
TFBZT8,157.312865
TFCC64,293.095437
TDC1NS,71.111308
TFCDYY,2919.991278
TEZIK3,676.626982
TFAOX1,305.649857
TFBLID,559.365183
TFCJ06,15.6944
TEZOOL,1856.591906
TEZEGX,5197.944998
TFBJDS,576.139783
TFBJZF,137.882317
TFCHB6,1557.588008
TFBXX4,99.668602
TFBYS0,109.886163
TEZOJM,4380.905623
TFBTRE,902.642229
TEZMDD,1159.023848
TFCIQU,128.302927
TEZPF0,674.47593
TFBX16,73.30363
TEZHQP,110.815616
TFCIPB,68.129329
TFBK42,261.358177
TFCBS0,286.698083
TFBYFK,120.991336
TFBXA3,668.079312
TEZNJR,729.418212
TFC490,372.062951
TEZJHC,135.972463
TEWLYB,260.603167
TEZHA0,70.042201
TEXHRJ,529.632466
TEZL01,114.342292
TFBOML,173.016756
TFCL03,96.384834
TFBOEI,117.323191
TFCJH3,164.664823
TEZJIJ,516.213312
TFCQOG,305.827202
TFBMIR,725.66758
TFCGS4,106.011849
TEZAP4,539.839576
TEZOER,124.718746
TEZDIF,147.128298
TEZKLA,458.223508
TFBODY,54.236416
TFBXD8,212.132832
TFC294,28.251538
TEZJXZ,1141.529162
TEZSQB,1356.155979
TFCIZN,671.537102
TFBRJW,901.690472
TEZELF,83.239609
TEZHH6,105.300042
TFBXDL,131.229617
TFBK43,194.764156
TEXKIE,214.346084
TEZEHW,2547.861712
TFBNDD,1137.064645
TFC821,23.630713
TFCHMR,170.435003
TEVSAU,270.689356
TFCEOW,426.874875
TEZKPG,465.682554
TFBJSN,823.091685
TFBLQH,410.66631
TFCLCO,1257.960065
TEZUUI,316.543853
TEZEIQ,95.461001
